Customer ID,Age,Gender,Name,Income Level,Location,Loyalty Program,Purchase Frequency,Mail ID
C00596,28,Male,Brian Collins MD,"100,000+",Chennai,No,Medium,brownkelli@example.net
C00597,70,Male,Thomas Torres,"<25,000",Bangalore,No,Low,sheila98@example.org
C00598,28,Male,Jennifer Walters,"100,000+",Mumbai,No,Medium,wrightstacey@example.com
C00599,60,Male,Jay Rodriguez PhD,"<25,000",Lucknow,No,Medium,tbarker@example.org
C00600,53,Male,Dr. Jonathan Campbell,"50,000-74,999",Kanpur,Yes,High,bmay@example.org
C00601,84,Female,Jesse Morales,"<25,000",Delhi,No,High,tsuarez@example.com
C00602,33,Male,Russell Keith,"25,000-49,999",Ahmedabad,No,Low,sarahliu@example.net
C00603,47,Male,Jose Smith,"50,000-74,999",Jaipur,No,High,denniscolin@example.net
C00604,44,Female,Richard Wong,"100,000+",Kanpur,Yes,Medium,nvargas@example.org
C00605,33,Male,Gary Hall,"<25,000",Ahmedabad,Yes,Medium,ryan04@example.com
C00606,44,Male,Mrs. Heidi Harris,"75,000-99,999",Surat,Yes,Medium,atucker@example.com
C00607,62,Female,Heather Compton,"<25,000",Kanpur,Yes,Medium,npugh@example.net
C00608,27,Male,David Butler,"25,000-49,999",Delhi,Yes,High,stevenclark@example.org
C00609,54,Male,Thomas Trevino,"25,000-49,999",Ahmedabad,Yes,Low,johnstonsteven@example.net
C00610,55,Female,Linda Keller,"50,000-74,999",Delhi,No,High,vlove@example.com
C00611,66,Male,Shannon Mccarthy,"100,000+",Lucknow,Yes,High,bridget02@example.net
C00612,47,Male,Richard Levy,"75,000-99,999",Kolkata,Yes,High,collin36@example.org
C00613,35,Female,Joseph Silva,"50,000-74,999",Bangalore,Yes,High,michael52@example.net
C00614,44,Male,Amy Schneider,"75,000-99,999",Bangalore,No,High,stephanie03@example.org
C00615,24,Male,Zachary Ward,"25,000-49,999",Hyderabad,No,Low,jfoster@example.org
C00616,58,Female,Janice Anderson,"25,000-49,999",Chennai,Yes,Medium,trobertson@example.org
C00617,64,Male,Ashley Fuentes,"75,000-99,999",Hyderabad,Yes,High,markholt@example.org
C00618,33,Male,Nicholas Beltran,"100,000+",Ahmedabad,Yes,Low,kimberlymclaughlin@example.com
C00619,42,Male,Theresa Charles,"50,000-74,999",Mumbai,No,Medium,craigjames@example.org
C00620,29,Male,Calvin Buchanan,"75,000-99,999",Bangalore,No,Low,waynecarter@example.net
C00621,59,Male,Johnny Houston,"100,000+",Jaipur,No,Medium,cestes@example.org
C00622,61,Male,Angela Rios,"100,000+",Kolkata,No,Low,garrettjohn@example.org
C00623,64,Female,Michael Woodward,"<25,000",Lucknow,Yes,Medium,jacklambert@example.net
C00624,52,Male,Raymond Frank,"<25,000",Bangalore,No,Medium,michael72@example.net
C00625,23,Male,Karina Vance,"100,000+",Kanpur,No,Low,kleinryan@example.org
C00626,37,Female,Wanda Romero,"100,000+",Kolkata,No,High,emily41@example.org
C00627,42,Male,Cheryl Jackson,"<25,000",Surat,Yes,High,alisha86@example.com
C00628,49,Female,Stephanie Neal,"75,000-99,999",Mumbai,Yes,Medium,jerrystevenson@example.com
C00629,48,Male,Amy May,"75,000-99,999",Pune,No,High,orozcojacob@example.net
C00630,29,Female,Nathan Fernandez,"<25,000",Kanpur,Yes,High,monicawilkerson@example.net
C00631,67,Male,Frank Graves,"75,000-99,999",Chennai,Yes,Low,lisa10@example.org
C00632,78,Female,Eric Lawson,"25,000-49,999",Kolkata,No,Low,zdaniels@example.net
C00633,72,Female,Mark Duncan,"100,000+",Kolkata,No,Low,colliererin@example.net
C00634,74,Female,Kenneth Kim,"100,000+",Pune,No,High,cgarcia@example.org
C00635,80,Male,Gary Watkins,"100,000+",Lucknow,Yes,Low,brandonmontoya@example.org
C00636,67,Male,Christopher Lawson,"25,000-49,999",Hyderabad,Yes,High,batessandra@example.net
C00637,32,Male,Melissa Mann,"100,000+",Kanpur,No,Low,monique01@example.net
C00638,22,Male,Tiffany Hughes,"75,000-99,999",Mumbai,Yes,Low,pzimmerman@example.com
C00639,21,Male,Jeffrey Clements,"<25,000",Lucknow,No,Medium,cindy50@example.com
C00640,66,Male,Christopher Mcbride,"75,000-99,999",Surat,Yes,High,lisa24@example.org
C00641,25,Female,Connie Owens,"<25,000",Lucknow,No,Medium,fdavis@example.net
C00642,65,Male,Kristine Gonzalez,"<25,000",Kanpur,Yes,High,michaelramirez@example.org
C00643,28,Female,Noah Davis,"25,000-49,999",Lucknow,Yes,High,justinporter@example.com
C00644,33,Male,Ian Baker,"50,000-74,999",Chennai,Yes,High,rogersashley@example.net
C00645,73,Male,Taylor Singleton,"25,000-49,999",Ahmedabad,No,Medium,smithjenna@example.org
C00646,31,Male,Jeremy Roberts,"75,000-99,999",Bangalore,No,High,arocha@example.org
C00647,58,Male,Patricia Conner,"25,000-49,999",Mumbai,No,Medium,hrose@example.net
C00648,61,Male,Matthew Lewis,"75,000-99,999",Delhi,Yes,Low,cunninghamjoanne@example.org
C00649,78,Male,Renee Rivera,"100,000+",Pune,No,Medium,watersdavid@example.net
C00650,77,Male,Tyrone Jenkins,"50,000-74,999",Mumbai,Yes,High,ymcfarland@example.net
C00651,62,Female,Christopher Jackson,"25,000-49,999",Lucknow,Yes,Medium,vincent39@example.com
C00652,60,Male,Jimmy Walter,"100,000+",Hyderabad,Yes,Medium,bcunningham@example.net
C00653,31,Male,Elizabeth Duncan,"50,000-74,999",Pune,Yes,Low,bgibson@example.com
C00654,29,Female,Stacey Lee,"100,000+",Kanpur,Yes,High,powellcody@example.org
C00655,26,Female,Leslie Fisher,"50,000-74,999",Hyderabad,Yes,Low,andersonamy@example.net
C00656,31,Male,Kathleen Jones,"75,000-99,999",Kolkata,No,Low,kristinahall@example.net
C00657,61,Female,Theresa Brown,"75,000-99,999",Bangalore,Yes,Low,williamjohnson@example.net
C00658,28,Female,Nathan Crawford,"50,000-74,999",Hyderabad,No,Medium,robertdavis@example.org
C00659,41,Male,David Booth,"<25,000",Ahmedabad,No,High,jamesharris@example.com
C00660,78,Female,Michael Bowen,"75,000-99,999",Surat,No,Medium,angelavalentine@example.com
C00661,61,Male,Trevor English,"100,000+",Lucknow,Yes,High,kayla12@example.com
C00662,35,Female,Michelle Parker,"50,000-74,999",Delhi,Yes,Medium,seth55@example.com
C00663,36,Male,Candice Yang,"100,000+",Delhi,No,High,tjohnson@example.com
C00664,52,Male,Brittney Hart,"<25,000",Mumbai,Yes,Low,tammy03@example.com
C00665,67,Female,Frank Jones,"75,000-99,999",Chennai,Yes,High,michaellittle@example.com
C00666,52,Female,Gregory Bailey,"50,000-74,999",Bangalore,Yes,High,timothylara@example.net
C00667,35,Male,Sarah Crawford,"75,000-99,999",Jaipur,No,High,paulmcdaniel@example.org
C00668,45,Male,Kari Torres,"50,000-74,999",Bangalore,Yes,Low,hendersongrace@example.org
C00669,75,Female,Lori Reed,"<25,000",Bangalore,No,Low,rangelstacey@example.com
C00670,71,Female,Christy Larsen,"100,000+",Jaipur,No,Low,dburke@example.net
C00671,34,Male,Stephanie Day,"75,000-99,999",Ahmedabad,Yes,High,randy54@example.org
C00672,76,Male,Rachel Johnson,"100,000+",Hyderabad,No,Medium,thomasnunez@example.net
C00673,27,Female,Edward Martin,"100,000+",Pune,Yes,Medium,cassiemcgee@example.org
C00674,72,Female,Adam Reyes,"25,000-49,999",Mumbai,No,High,william24@example.com
C00675,32,Male,Christina Maldonado,"50,000-74,999",Kanpur,No,High,kayla51@example.org
C00676,82,Male,Russell Jackson II,"50,000-74,999",Surat,No,Medium,michaelmcclain@example.org
C00677,54,Female,Victoria White,"100,000+",Chennai,Yes,Low,churchbradley@example.com
C00678,64,Male,Timothy Patel,"100,000+",Pune,Yes,Low,sarahbrooks@example.net
C00679,27,Female,Evan Freeman,"75,000-99,999",Pune,No,Medium,timothy66@example.com
C00680,49,Female,Daisy Taylor,"50,000-74,999",Pune,Yes,High,kevinchen@example.com
